,0_n,0_s,0_p,1_n,1_s,1_p,2_n,2_s,2_p,3_n,3_s,3_p,4_n,4_s,4_p,5_n,5_s,5_p,6_n,6_s,6_p,7_n,7_s,7_p,8_n,8_s,8_p,9_n,9_s,9_p,10_n,10_s,10_p,11_n,11_s,11_p,12_n,12_s,12_p,13_n,13_s,13_p
352,CD8B,-4.2910213,4.4792667617692196e-05,CD86,-9.942863,1.435546483323533e-22,PIK3IP1,-3.2345793,0.0027637327071272535,TLR2,-5.696472,5.1446626228593854e-08,FOSB,-7.4595685,4.5406290529312475e-13,JUN,-4.014153,0.00019016523426825774,TLR2,-5.037077,1.948077125853729e-06,CD8A,-3.6402805,0.0009259600175007509,CD8B,-1.9953343,0.10787715970564254,SELL,-2.6826618,0.023839874166154705,CD3D,-5.556553,1.385962411536206e-07,BAX,-5.4456244,2.6661479387278174e-07,LIPA,-2.9247472,0.018266531028712427,IgM|IGHM|AHS0198|pAbO,-1.800672,0.27886947133893414
353,CD127|IL7R|AHS0028|pAbO,-4.3816795,3.0030795527600536e-05,FTH1,-9.954298,1.296592798997383e-22,CD8B,-3.2489488,0.0026550327748174414,GNAI2,-5.857179,2.021941224240031e-08,CD86,-7.5360866,2.5998446560202567e-13,CD48,-4.060561,0.0001572724123636858,CCR1,-5.1528316,1.0682215024716248e-06,DUSP2,-3.6848733,0.0007911619571444815,CXCR4,-2.0344346,0.09883456694850185,CXCR5|CXCR5|AHS0039|pAbO,-2.755148,0.019459807428046868,GIMAP2,-5.7013617,6.138292568861901e-08,CD127|IL7R|AHS0028|pAbO,-5.493162,2.0651067087795575e-07,CD6,-2.9412844,0.01754690928028119,CD69,-1.8201091,0.2749695659576557
354,ZAP70,-4.3897767,2.9116071829706466e-05,CLEC4E,-10.092476,3.288568681230186e-23,CXCR3,-3.4146388,0.0014805446307069477,YBX3,-5.971963,1.017463660621758e-08,CLEC4E,-7.549509,2.376745269401875e-13,CD44,-4.0607605,0.0001572724123636858,IFNGR1,-5.1636004,1.0189248979426495e-06,ITGAM,-3.892095,0.0003465638107228497,CXCR3,-2.0657277,0.09216577108768204,IL7R,-2.7887783,0.017693573646001996,TRAC,-5.7670736,4.219126480728197e-08,SLC7A7,-5.5302,1.6948742289119882e-07,NKG7,-3.0209424,0.013708220264370194,CLEC4E,-1.8817207,0.24186703857846484
355,CD79A,-4.4750853,1.9723642666356903e-05,IL23R,-10.322631,3.1117630191118157e-24,LAG3,-3.4527204,0.0012938590523076568,LAP3,-6.0956354,4.782097924847869e-09,BIN2,-7.7810717,3.9649253834168395e-14,TNFSF8,-4.1365294,0.00011889258089264781,IRF8,-5.3542085,3.6905439705511395e-07,CD3G,-3.9845579,0.00023985395657273728,LEF1,-2.0906854,0.08722199212892559,KLRB1,-2.8113549,0.01677333031931363,CD2,-5.775261,4.071197250614774e-08,CD2,-5.588813,1.2273655420945422e-07,LCK,-3.041439,0.012981578292440217,CD278|ICOS|AHS0012|pAbO,-1.8824542,0.24186703857846484
356,LEF1,-4.594409,1.127788696322771e-05,TNFSF10,-10.590977,1.8595169782191327e-25,CD79A,-3.6068895,0.0007350866872968087,CD63,-6.286018,1.4444643829390816e-09,CD163,-7.946893,1.0688900351545152e-14,QPCT,-4.233683,7.816426293591313e-05,GAPDH,-5.860887,2.041781113512717e-08,CCR2,-4.040855,0.00019060306833818458,CD127|IL7R|AHS0028|pAbO,-2.125178,0.08104895532027984,GZMH,-2.9939106,0.010033402215168928,CXCR6|CXCR6|AHS0148|pAbO,-5.798328,3.5957353969358017e-08,S100A12,-5.639803,9.26132618988977e-08,FTH1,-3.0714855,0.011904463428149246,CD25:2A3|IL2RA|AHS0026|pAbO,-1.8901557,0.24186703857846484
357,FCGR3A,-4.6377864,9.329973376638111e-06,LY86,-10.6028385,1.661143031776997e-25,LEF1,-3.7383103,0.0004420264884975268,TLR8,-6.601554,1.8652017346595356e-10,LILRB4,-8.022725,5.86072877070883e-15,LYN,-4.5709043,1.7080578302911556e-05,KCNE3,-5.910064,1.550285950557613e-08,CXCR5|CXCR5|AHS0039|pAbO,-4.0620975,0.00017559779065733268,CD79A,-2.2423513,0.061295066226741725,GZMB,-3.008515,0.009649673981308787,CD134:ACT35|TNFRSF4|AHS0013|pAbO,-5.798826,3.5957353969358017e-08,CD279:EH12-1|PDCD1|AHS0014|pAbO,-5.658645,8.450959627755565e-08,SLC7A7,-3.079754,0.011739723832138713,CCL5,-1.8971236,0.24186703857846484
358,TCF7,-4.75429,5.31052700884547e-06,LILRB4,-10.709282,5.44432131932547e-26,ZAP70,-3.7827597,0.00037223781450227447,KCNE3,-6.6563177,1.3017659977302483e-10,LY86,-8.087682,3.4944844505149624e-15,CD37,-4.6346097,1.2798721594929363e-05,TLR8,-6.0488954,6.761784767069477e-09,CD27,-4.4169674,3.816720191924218e-05,TBX21,-2.4189749,0.03919902161988336,CD5,-3.0596974,0.008217886594196947,CD48,-5.9309626,1.660472527706632e-08,CD33,-5.672957,7.953362488141332e-08,CD2,-3.0912836,0.01145234569749185,CST7,-1.9202279,0.23302373387124056
359,RUNX3,-4.7900763,4.475055574553452e-06,CD163,-10.737789,4.0587037470262294e-26,CD127|IL7R|AHS0028|pAbO,-3.7857761,0.00036992703364187215,Tim3|HAVCR2|AHS0016|pAbO,-6.846509,3.590107535600899e-11,TNFSF13B,-8.088956,3.4944844505149624e-15,IRF8,-4.6805696,1.0329222778612956e-05,RNASE6,-6.3270354,1.2138788072445522e-09,PRF1,-4.422878,3.748780407727976e-05,TCF7,-2.426654,0.03861752118450585,CD8A,-3.1326528,0.006605569394255723,LAP3,-5.9511104,1.4885262448988288e-08,TNFSF13B,-5.692159,7.311527882336926e-08,CD33,-3.0988533,0.01132323486332629,CD137|TNFRSF9|AHS0003|pAbO,-1.9213282,0.23302373387124056
360,CD25:2A3|IL2RA|AHS0026|pAbO,-4.9107013,2.4520857232502184e-06,CD16:3G8|FCGR3A|AHS0053|pAbO,-10.805653,1.97085695562277e-26,TCF7,-3.802366,0.00034806466598731074,HLA-DQB1,-6.8860765,2.7529023801001686e-11,IL23R,-8.138531,2.3658288994775428e-15,NAMPT,-4.7329097,8.062507538263963e-06,CD86,-6.4157877,6.886680598813872e-10,KLRK1,-4.431012,3.644479209706893e-05,LAIR2,-2.4573712,0.035708361288035624,RGS1,-3.2125752,0.005111685203522515,CD14,-6.0680823,7.335312217724136e-09,GIMAP2,-5.8088098,3.720395814328396e-08,CD48,-3.1277351,0.010437004493848547,CTSD,-1.9264624,0.23302373387124056
361,LAIR2,-4.9166656,2.3944343775638677e-06,HLA-DMA,-10.839877,1.3771277838764116e-26,CCR7,-3.8845618,0.00025045493845230924,CTSD,-6.945762,1.8503646294492142e-11,IgM|IGHM|AHS0198|pAbO,-8.165131,1.9265229266936053e-15,CD5,-4.874877,4.113108348157612e-06,CD36,-6.4315434,6.284928613814376e-10,GZMA,-4.4379177,3.563461094956235e-05,CCR7,-2.5418434,0.028474673960943733,CD3G,-3.3768415,0.003021806819681541,GITR|TNFRSF18|AHS0104|pAbO,-6.1009026,6.060877796261358e-09,TNFSF13,-5.8672075,2.6591785376335185e-08,CD163,-3.1385658,0.010338648848273025,TNFSF10,-1.9690038,0.21709439006627768
362,TBX21,-4.918979,2.382192072647104e-06,HLA-DQB1,-10.869667,1.0092439134799152e-26,LAIR2,-3.955111,0.00018916154632824366,S100A10,-7.084105,6.9631544313564666e-12,JUNB,-8.310182,5.818907779374621e-16,CD3:UCHT1|CD3E|AHS0231|pAbO,-4.965301,2.6402464119390627e-06,PIK3AP1,-6.59865,2.0899577235257996e-10,CD5,-4.4888306,2.8646067264521562e-05,DUSP2,-2.6506333,0.021147831528052045,CTSW,-3.3888333,0.002922223165060625,TNFSF10,-6.1423373,4.739550951090875e-09,LAP3,-5.9373994,1.7634064090357092e-08,BAX,-3.174668,0.009273223179834903,FYB,-1.970104,0.21709439006627768
363,CCR7,-5.0712695,1.0968005843315764e-06,TNFSF13B,-10.957132,3.915190386210398e-27,TBX21,-3.9985547,0.00016050626533075017,ITGB2,-7.186369,3.351502832423142e-12,PTPRC,-8.467627,1.5481985456581985e-16,LGALS1,-5.0709786,1.5378707366935606e-06,FTH1,-6.663424,1.3643545782631275e-10,LAT,-4.5709352,1.9810529918453697e-05,KLRB1,-2.8123462,0.013201359763180173,PIK3IP1,-3.4417577,0.0024309551566447283,IL23R,-6.4390745,7.107733942489054e-10,DUSP1,-6.158331,4.686617489742676e-09,TNFSF10,-3.212983,0.00837446009803368,CD163,-1.9767052,0.21709439006627768
364,CD278|ICOS|AHS0012|pAbO,-5.2127156,5.272728077151215e-07,DUSP1,-11.16368,3.976125386468332e-28,CD19:SJ25C1|CD19|AHS0030|pAbO,-4.138103,8.874356084551283e-05,HLA-DMA,-7.328391,1.1879538638684847e-12,SLC7A7,-8.649858,3.339332468414041e-17,C10orf54,-5.0866804,1.4295096225866633e-06,CD300A,-6.725333,9.047852550796197e-11,CCL3,-4.5978546,1.7591940711234212e-05,ARL4C,-2.890739,0.010384742365287143,CD137|TNFRSF9|AHS0003|pAbO,-3.7327077,0.0008400915710161735,TGFBI,-6.717443,1.1096460082011864e-10,CD48,-6.2734,2.2877049219834636e-09,S100A12,-3.2927573,0.0065286635755923686,CD6,-1.9818395,0.21709439006627768
365,ARL4C,-5.705011,3.390352144532433e-08,CD48,-11.182387,3.2728213402548274e-28,CD25:2A3|IL2RA|AHS0026|pAbO,-4.1725397,7.778416074897293e-05,RNASE6,-7.3414845,1.090947280757877e-12,CD33,-8.792852,9.915091565241155e-18,CD14:MPHIP9|CD14|AHS0037|pAbO,-5.1151934,1.2415058964159723e-06,CLEC4E,-6.762945,7.072745885244625e-11,RGS1,-4.7663946,7.970956135227108e-06,GNLY,-2.9469256,0.008847819999054079,LAT,-3.7861679,0.0006859255374467651,CD16:3G8|FCGR3A|AHS0053|pAbO,-6.7403674,9.620669076707031e-11,ITGAX,-6.4672184,6.569016126486847e-10,ANXA5,-3.2998612,0.0064699861804590805,BIN2,-2.0042105,0.2088567122735001
366,CD79B,-5.721675,3.0960716729323304e-08,Tim3|HAVCR2|AHS0016|pAbO,-11.3362,5.807926792098021e-29,GNLY,-4.318833,4.128866033535451e-05,CD86,-7.354769,1.0004212133274825e-12,S100A12,-8.94143,2.6566011387634895e-18,BCL2A1,-5.304516,4.5188947669803864e-07,YBX3,-6.8255973,4.6395604477816575e-11,CD7,-4.877818,4.606787947266188e-06,GZMH,-3.006952,0.007324053743904555,GZMA,-3.8190615,0.0006072871360741634,CD161:HP-3G10|KLRB1|AHS0205|pAbO,-6.7840095,7.225658150250963e-11,CD14,-6.47628,6.287978681753198e-10,CD3D,-3.3138363,0.006257724453417362,IL2RB,-2.0075111,0.2088567122735001
367,LTB,-5.9383082,8.703343532343793e-09,LAMP1,-11.4606495,1.4140549699122105e-29,IL7R,-4.853817,3.2507812294982077e-06,PIK3AP1,-7.4418845,5.259428526893527e-13,CD137|TNFRSF9|AHS0003|pAbO,-9.023336,1.2834100574436977e-18,CCR1,-5.3850703,2.925335352842878e-07,CD44,-7.0081944,1.29600710101532e-11,CD69,-5.178907,1.000675163239128e-06,CD279:EH12-1|PDCD1|AHS0014|pAbO,-3.0177672,0.007116093970393541,CD27,-3.8590562,0.0005218080501907195,ITGAX,-6.806293,6.384275256094828e-11,LGALS9,-6.488075,5.911933499978113e-10,Tim3|HAVCR2|AHS0016|pAbO,-3.3663592,0.005267172007143173,LY86,-2.0331826,0.1994175237157681
368,CD279:EH12-1|PDCD1|AHS0014|pAbO,-5.973191,7.0839033193765095e-09,YBX3,-11.504596,8.649157767998425e-30,GZMB,-4.8611064,3.1540682658474158e-06,CD300A,-7.4720383,4.2390170452388466e-13,IgD|IGHD|AHS0058|pAbO,-9.058705,9.448975797432504e-19,S100A10,-5.45735,1.9718398307672278e-07,ANXA5,-7.1479807,4.790666155436369e-12,CTSW,-5.235555,7.456874359574369e-07,GZMB,-3.018471,0.007116093970393541,KLRK1,-3.877814,0.0004886688982080154,IFITM2,-6.861611,4.409525854640614e-11,CD278|ICOS|AHS0012|pAbO,-6.550212,3.9731981091407424e-10,DUSP1,-3.5011022,0.003259344773992316,CD3D,-2.0870926,0.18017927735840122
369,KLRB1,-6.0120854,5.618481653512816e-09,GAPDH,-11.540842,5.776528427541641e-30,KLRB1,-4.8871226,2.7831154662649456e-06,CD36,-7.5235047,2.900996306994969e-13,LAP3,-9.063556,9.199406681524892e-19,CCR2,-5.4977264,1.585508963022404e-07,CD163,-7.2162557,2.9463401195211343e-12,CD163,-5.3283105,4.5960586531908526e-07,LTB,-3.039973,0.006750526775768981,PRF1,-3.906688,0.00044391260093317586,CD3E,-6.9644866,2.1690068742748396e-11,ITGAM,-6.6063075,2.7717513463564877e-10,CD14,-3.5011022,0.003259344773992316,CD127|IL7R|AHS0028|pAbO,-2.1835442,0.14769107889220573
370,CCL4,-6.147748,2.4477124504929512e-09,CD33,-11.559121,4.751770746947034e-30,CXCR5|CXCR5|AHS0039|pAbO,-4.89768,2.6554202347930993e-06,CLEC4E,-7.577647,1.9400854006801648e-13,S100A10,-10.123442,3.2855407556983565e-23,TLR2,-5.513628,1.4634347353309106e-07,LILRB4,-7.3030453,1.6397326554692243e-12,IgD|IGHD|AHS0058|pAbO,-5.4498577,2.4484913740250393e-07,CD25:2A3|IL2RA|AHS0026|pAbO,-3.1095986,0.00542095380511863,CD7,-3.927389,0.00041219075711599836,S100A9,-6.980576,1.9662373035260525e-11,TNFSF10,-6.683188,1.673511368927407e-10,SELL,-3.6288574,0.0021117956266276192,C10orf54,-2.1912456,0.14684913984385498
371,GNLY,-6.168027,2.1869876806020172e-09,HLA-A,-11.847379,1.6176382977655476e-31,GZMH,-4.9202604,2.382639756917183e-06,JUNB,-8.006677,6.586666499802061e-15,CD16:3G8|FCGR3A|AHS0053|pAbO,-10.168706,2.1055813940317413e-23,CXCL16,-5.5153728,1.4634347353309106e-07,LY86,-7.3163075,1.5071579224533623e-12,FOSB,-5.4694037,2.2196783122651783e-07,IL7R,-3.1177897,0.005310199429179635,CD69,-3.9711351,0.0003516220961852603,FCN1,-7.1182656,7.557934429814356e-12,CD3E,-6.745253,1.1129691629490962e-10,LGALS3,-3.7117763,0.001584348202195308,SLC7A7,-2.2000473,0.14543391553238905
372,IL7R,-6.2626615,1.2158448220567341e-09,S100A12,-11.875963,1.1706363526567855e-31,CD79B,-4.965841,1.911563409188394e-06,ANXA5,-8.038025,5.17355620955229e-15,ANXA5,-10.17674,1.9961147827190922e-23,IFNGR1,-5.832455,2.4487922719923036e-08,LAP3,-7.3759885,9.933883406383357e-13,CCL5,-5.7352633,4.904109607731645e-08,CD8A,-3.1454992,0.00486675468326964,CST7,-4.207084,0.00013193035517572202,CD300A,-7.429455,7.670841255618053e-13,CD28:L293|CD28|AHS0138|pAbO,-6.861113,5.0685575438337385e-11,CD3E,-3.7646484,0.0013086092331737677,CD33,-2.2051816,0.14543391553238905
373,GZMH,-6.4024806,4.989752435612761e-10,SLC7A7,-11.916098,7.372116744095582e-32,CXCR4,-5.0815096,1.060932256440658e-06,CD163,-8.058955,4.421861896205543e-15,TNFSF13,-10.186096,1.866740406855357e-23,LAP3,-5.9063797,1.5853408116658245e-08,CD14:MPHIP9|CD14|AHS0037|pAbO,-7.544103,2.858572160390596e-13,CLEC4E,-5.8748937,2.241959263545206e-08,CD278|ICOS|AHS0012|pAbO,-3.145883,0.00486675468326964,NKG7,-4.250562,0.00011298655329109483,ITGAM,-7.502571,4.4792744179030435e-13,JUNB,-6.8797398,4.530466509976312e-11,IL32,-3.7930644,0.001190396106227192,S100A12,-2.2231517,0.14448481534424276
374,GZMB,-6.4337125,4.0972522534023207e-10,IFITM2,-11.983651,3.331989956065485e-32,CD69,-5.151598,7.368993304230719e-07,LILRB4,-8.247092,1.003279825755999e-15,HLA-DQB1,-10.281572,7.104561476308884e-24,TLR8,-6.4134326,6.993955298346282e-10,GNAI2,-7.592697,1.9973809714690041e-13,CD247,-5.8888216,2.088096015541951e-08,CD79B,-3.2176204,0.003906485989468864,CCL5,-4.3714843,6.803930419095873e-05,ANXA5,-7.580671,2.5501682819666724e-13,FCN1,-6.9122467,3.672291832972486e-11,LGALS1,-3.8050597,0.0011568430707569832,DUSP2,-2.271744,0.13091117712279057
375,CD8A,-6.6219335,1.21553304896736e-10,ANXA5,-13.091141,3.0192811185536217e-38,LTB,-5.159809,7.102689820282078e-07,HLA-DPA1,-8.307543,6.1328326780284605e-16,CD14,-10.481538,9.116818375416543e-25,KCNE3,-6.4685144,4.985204078882619e-10,TNFSF13B,-7.660813,1.215839073591025e-13,CD6,-6.158368,4.1649108128393065e-09,FCGR3A,-3.2892299,0.003177401487820208,BTG1,-4.8893394,6.070501073797782e-06,LAMP1,-7.591421,2.3906960066502275e-13,S100A9,-7.0112777,1.8892146832736917e-11,ITGAM,-3.8714414,0.0009196467392834569,TRAC,-2.3104346,0.11989511294514059
376,CXCR5|CXCR5|AHS0039|pAbO,-6.9446964,1.3340024198277216e-11,LGALS3,-13.433028,3.224414626294821e-40,CD8A,-5.2386117,4.7149975419356245e-07,FTH1,-8.369474,3.689590935893316e-16,PIK3AP1,-10.588379,3.058956867954068e-25,CD3D,-6.9667444,1.7412955474032617e-11,CTSD,-7.6772585,1.0870823337774272e-13,CST7,-6.2412333,2.5303822497650803e-09,ADA,-3.3065722,0.003010434632060779,IgD|IGHD|AHS0058|pAbO,-5.069751,2.5393955810023617e-06,FYB,-7.675145,1.2964291300952032e-13,IL32,-7.0464454,1.4977367221776388e-11,LYN,-3.904632,0.0008363311578483884,CD28:L293|CD28|AHS0138|pAbO,-2.3326223,0.11463624365255612
377,CD3G,-7.3095713,9.676319738432175e-13,BIN2,-13.614298,2.799018128167034e-41,CD279:EH12-1|PDCD1|AHS0014|pAbO,-5.483523,1.288718917691888e-07,LY86,-8.4013,2.859641232185475e-16,LAMP1,-10.682042,1.172042721172025e-25,DUSP1,-7.0749145,8.135028694193998e-12,HLA-DQB1,-7.799326,4.2322349935382904e-14,IL2RB,-6.635663,1.99702095236472e-10,CD3G,-3.43712,0.001919019706582347,CD6,-5.0760484,2.495699600546634e-06,IL32,-7.72313,9.080573120628042e-14,IL23R,-7.172877,6.114821541127692e-12,FCN1,-3.914764,0.0008204671248480338,LCK,-2.3643448,0.10998944362131438
378,CXCR4,-7.388554,5.407244463406014e-13,GNAI2,-13.787438,2.6332425209023874e-42,CD3G,-5.612095,6.273525053824499e-08,TNFSF10,-8.470687,1.6053542611108285e-16,ITGAX,-10.838556,2.1955264590848676e-26,TRAC,-7.1258593,5.7809427857278336e-12,S100A12,-7.9309955,1.5292698489186443e-14,CD3D,-6.7977653,6.7737207082601e-11,CD19:SJ25C1|CD19|AHS0030|pAbO,-3.4410877,0.0019063495929643234,CD2,-5.1885962,1.4652400036542943e-06,CD183|CXCR3|AHS0031|pAbO,-7.8655896,2.997686296881743e-14,CD8:SK1|CD8A|AHS0228|pAbO,-7.1927266,5.398361697765527e-12,S100A9,-3.9209363,0.0008179064100641213,Tim3|HAVCR2|AHS0016|pAbO,-2.3771806,0.1078451889514008
379,CD45RA:HI100|PTPRC|AHS0009|pAbO,-7.5661836,1.4386610698838658e-13,TNFSF13,-13.919434,4.28145601046637e-43,CD8:SK1|CD8A|AHS0228|pAbO,-5.7298584,3.229126899698689e-08,ITGAM,-8.512882,1.1347904336839095e-16,LAT2,-10.853106,1.9182279986876427e-26,FTH1,-7.165937,4.377864626719014e-12,SLC7A7,-7.9490323,1.3454977034842994e-14,S100A12,-6.836389,5.2595934034076574e-11,CD45RA:HI100|PTPRC|AHS0009|pAbO,-3.5809786,0.0011354660592544509,CD247,-5.240315,1.127648174138851e-06,LGALS3,-7.9559345,1.4803253658108156e-14,TGFBI,-7.295425,2.5844405081011845e-12,TNFSF13,-3.9218678,0.0008179064100641213,YBX3,-2.3771806,0.1078451889514008
380,CD28:L293|CD28|AHS0138|pAbO,-7.588957,1.218299912551389e-13,SELPLG,-13.956496,2.604028379679577e-43,NKG7,-5.968192,7.893369086620627e-09,TNFSF13B,-8.647354,3.707673789934013e-17,S100A9,-10.858004,1.8635294915835568e-26,RNASE6,-7.1736135,4.197442406879128e-12,CD33,-8.001817,8.932037888412902e-15,CD2,-6.9297295,2.8201924046400056e-11,GZMA,-3.7257333,0.0006566720364753579,CXCR6|CXCR6|AHS0148|pAbO,-5.4126873,4.6056399676296226e-07,IFITM3,-7.9943795,1.1069387177807123e-14,FYB,-7.625816,2.150828621294016e-13,TGFBI,-3.9354937,0.0008155806349607924,CD279:EH12-1|PDCD1|AHS0014|pAbO,-2.4138541,0.10062797064882094
381,GZMA,-7.8319054,1.849589193369215e-14,CD14,-13.991382,1.6316327825041281e-43,CD45RA:HI100|PTPRC|AHS0009|pAbO,-6.215324,1.7414420571943794e-09,SELL,-8.793439,1.0382596253150591e-17,CD37,-10.997862,4.093580660223534e-27,CD36,-7.2962394,1.7248060283658184e-12,CD37,-8.148288,2.7888646674063796e-15,CD278|ICOS|AHS0012|pAbO,-7.215603,3.777199683360256e-12,CD7,-3.7746246,0.0005540805216674077,CD8:SK1|CD8A|AHS0228|pAbO,-5.4134245,4.6056399676296226e-07,GNAI2,-8.161116,2.881551059713896e-15,GNAI2,-7.634518,2.0551103614874278e-13,ITGAX,-3.942714,0.0008155806349607924,PIK3IP1,-2.4329245,0.09699667473569039
382,RGS1,-7.9520607,7.127745722222474e-15,ITGAX,-14.146166,1.915847280123418e-44,CD5,-6.302882,1.0101850994003731e-09,LGALS1,-8.892405,4.3568782754024934e-18,C10orf54,-11.058214,2.147798270730267e-27,CD86,-7.368718,1.0186787101044346e-12,JUNB,-8.340911,5.897624143453665e-16,TRAC,-7.2704954,2.563752893783888e-12,CD27,-3.7792962,0.0005484365895989295,IL2RB,-5.5764847,2.0026861142137377e-07,CD127|IL7R|AHS0028|pAbO,-8.25203,1.3812163185540245e-15,CD300A,-7.6817684,1.4549610087505425e-13,GIMAP2,-3.9700818,0.0007516399131484795,CD14,-2.6159256,0.061536061951043844
383,CD5,-8.004366,4.756706529639728e-15,PIK3AP1,-14.228576,6.061267126950207e-45,PRF1,-6.586587,1.610713532393252e-10,DUSP1,-8.915247,3.6106503500301354e-18,CD300A,-11.061153,2.134735968555164e-27,CLEC4E,-7.3739023,9.94228194377535e-13,HLA-DPA1,-8.363351,4.974451846560638e-16,CD8:SK1|CD8A|AHS0228|pAbO,-7.4055614,1.0053500998497207e-12,LAT,-3.8163488,0.0004763788199247967,CD196|CCR6|AHS0034|pAbO,-5.6436787,1.385989023862591e-07,FCER1G,-8.322157,7.831504989850392e-16,ANXA5,-7.6920524,1.3738518944695585e-13,CD63,-4.1474485,0.00037072948442853606,CD44,-2.6269276,0.06060887302892163
384,PRF1,-8.277932,5.01330939389444e-16,LAT2,-14.264005,3.7412175348338526e-45,GZMA,-6.6388702,1.151493663614441e-10,S100A12,-8.950371,2.676870388174561e-18,IFITM3,-11.083639,1.7070710332822616e-27,TNFSF10,-7.3816285,9.52191501146671e-13,TNFSF13,-8.518415,1.3748813377291398e-16,LCK,-7.5862145,2.6877942885815235e-13,NKG7,-3.8384907,0.0004430483100736474,CD56:NCAM16.2|NCAM1|AHS0019|pAbO,-5.7681513,7.266550091447654e-08,CD278|ICOS|AHS0012|pAbO,-8.414994,3.6433970074770413e-16,LGALS3,-8.187855,2.5832605163049542e-15,LGALS9,-4.2403827,0.0002528907048895588,IL32,-2.6298614,0.06060887302892163
385,CD27,-8.318418,3.673877445708051e-16,LGALS9,-14.386783,6.5534023111954955e-46,CD27,-6.652402,1.0598727822896108e-10,CD33,-8.986832,1.958861248862326e-18,FCN1,-11.111954,1.2791668780431817e-27,CD163,-7.7507524,5.647065521850444e-14,C10orf54,-8.585524,7.849538130280705e-17,GITR|TNFRSF18|AHS0104|pAbO,-7.7346816,8.631459338573512e-14,CD5,-3.9071562,0.0003463873603766499,CD3D,-5.9367056,2.7592797051564476e-08,CD279:EH12-1|PDCD1|AHS0014|pAbO,-8.73494,2.313128676916388e-17,CD14:MPHIP9|CD14|AHS0037|pAbO,-8.289547,1.1312652453997448e-15,JUNB,-4.4661965,9.281704139119328e-05,HLA-A,-2.6452644,0.0594711875797107
386,KLRK1,-8.449236,1.2333178807654493e-16,CD300A,-14.490932,1.4844124443117425e-46,LAT,-6.8100905,3.650944002158964e-11,CD74,-9.015599,1.5362527159767348e-18,ITGAM,-11.265773,2.3941560237537976e-28,LILRB4,-7.872082,2.189306358479195e-14,TNFSF10,-8.697724,3.00329749101307e-17,CD62L:DREG-56|SELL|AHS0049|pAbO,-7.929322,1.87294366692609e-14,KLRK1,-3.9366574,0.00030927292216361693,CD45RA:HI100|PTPRC|AHS0009|pAbO,-6.096483,1.0532928450530953e-08,CD4,-8.761851,1.8658184737712566e-17,IFITM3,-8.45992,2.729121353269716e-16,FYB,-4.5311804,7.038596435654385e-05,IFITM3,-2.6474648,0.0594711875797107
387,CD7,-8.938459,1.7128836526065757e-18,CTSD,-14.538262,7.64511490366822e-47,KLRK1,-6.8206897,3.422840367729049e-11,SLC7A7,-9.06783,9.712838459552897e-19,TGFBI,-11.327595,1.2214408245625898e-28,YBX3,-7.9061284,1.775918574239692e-14,LAT2,-9.102759,8.166089192338566e-19,SELL,-8.003408,1.0505682845570185e-14,PRF1,-3.9710224,0.00027035615739996705,CD62L:DREG-56|SELL|AHS0049|pAbO,-6.328346,2.592406402727493e-09,CD27:M-T271|CD27|AHS0025|pAbO,-8.845931,9.032518883842122e-18,CD44,-8.464883,2.6824570326489043e-16,FCER1G,-4.5647206,6.183792587360684e-05,S100A9,-2.696974,0.05286827510183901
388,NKG7,-9.211229,1.414445771473722e-19,TGFBI,-14.666018,1.2059752537514813e-47,CD7,-6.9698734,1.2096111853579099e-11,HLA-DR|CD74|AHS0035|pAbO,-9.16694,4.051990288565302e-19,GNAI2,-11.797528,5.4664243191753835e-31,LY86,-8.0933075,4.156310317208993e-15,ITGAX,-9.115385,7.438099392371347e-19,CD3E,-8.2642355,1.3036781967828778e-15,RUNX3,-3.9865088,0.00025567724973296364,CD19:SJ25C1|CD19|AHS0030|pAbO,-6.353468,2.2602559373982315e-09,PTPRC,-8.9381275,4.249849665145698e-18,FCER1G,-8.566862,1.1417904367824818e-16,CD300A,-4.6915445,3.568689047823105e-05,LAT2,-2.7314472,0.049030278759784995
389,CTSW,-9.257246,9.509745853376929e-20,ITGAM,-15.070675,2.943657467651509e-50,RGS1,-6.9875107,1.0872476347623045e-11,C10orf54,-9.182662,3.5747937744391293e-19,LGALS3,-11.866895,2.4743894125254086e-31,CD33,-8.22675,1.4014873193911208e-15,CD14,-9.241909,2.3522065055612355e-19,IgM|IGHM|AHS0198|pAbO,-8.559063,1.160644199209035e-16,RGS1,-4.1109133,0.0001516902157832659,CD161:HP-3G10|KLRB1|AHS0205|pAbO,-6.382543,1.9205910254828735e-09,CD28:L293|CD28|AHS0138|pAbO,-9.222619,3.197066560975668e-19,BIN2,-8.738242,2.610815376103225e-17,CD44,-4.7795873,2.388913314565387e-05,ITGAX,-2.744283,0.04851458977159114
